id_vuelo,numero_vuelo,id_destino,aerolinea,precio_base,fecha_salida,capacidad_total,asientos_disponibles,modelo_avion
12486,FL144316,219,Sky,1023.38,2026-05-06 21:17:03,276,65,Airbus A320
12487,FL408645,233,LATAM,485.93,2026-05-01 16:00:33,334,86,Boeing 787
12488,FL197186,67,Avianca,981.29,2026-05-16 08:13:30,242,183,Boeing 737
12489,FL360992,252,LATAM,990.76,2026-05-22 18:25:06,300,229,Boeing 787
12490,FL153783,75,Delta,358.15,2026-05-09 01:00:33,362,362,Boeing 737
12491,FL187893,93,Avianca,665.49,2026-05-23 12:05:31,167,60,Boeing 787
12492,FL165655,9,Sky,654.82,2026-05-01 23:45:40,226,89,Boeing 787
12493,FL149107,268,Iberia,999.42,2026-05-17 23:05:17,166,67,Boeing 787
12494,FL171260,157,American Airlines,1162.28,2026-05-07 00:22:52,309,250,Boeing 737
12495,FL372525,11,Avianca,1152.28,2026-05-22 00:05:46,176,118,Boeing 787
12496,FL832937,278,Avianca,1044.38,2026-05-25 14:50:30,239,230,Airbus A320
12497,FL174295,81,Delta,855.41,2026-05-13 18:55:29,175,5,Boeing 787
12498,FL957892,249,Sky,750.97,2026-05-13 08:29:36,353,311,Airbus A350
12499,FL424235,12,Sky,560.19,2026-05-13 00:47:44,347,91,Airbus A320
12500,FL824346,234,American Airlines,121.3,2026-05-19 22:37:29,298,118,Airbus A350
12501,FL179695,161,Avianca,927.59,2026-05-16 10:15:02,351,268,Boeing 787
12502,FL149177,190,Avianca,935.21,2026-05-20 15:54:11,271,115,Airbus A350
12503,FL907103,196,Iberia,479.6,2026-05-02 01:39:22,171,11,Airbus A350
12504,FL274675,180,Iberia,745.08,2026-05-11 07:40:35,326,194,Boeing 737
12505,FL867990,19,American Airlines,307.17,2026-05-10 19:17:13,243,133,Boeing 737
12506,FL800337,222,Iberia,887.4,2026-05-19 16:50:28,365,277,Airbus A350
12507,FL808339,69,LATAM,923.27,2026-05-08 07:08:48,342,230,Boeing 737
12508,FL263516,280,Delta,757.69,2026-05-20 23:05:09,199,96,Airbus A320
12509,FL841274,245,Sky,410.58,2026-05-26 22:42:16,156,139,Boeing 787
12510,FL965604,235,Sky,821.73,2026-05-07 13:24:36,218,211,Boeing 787
12511,FL980267,150,Avianca,689.36,2026-05-20 08:48:22,320,183,Airbus A350
12512,FL673419,95,LATAM,438.03,2026-05-10 04:14:22,201,127,Boeing 737
12513,FL953798,272,Delta,541.78,2026-05-13 15:17:21,327,306,Airbus A350
12514,FL733175,55,Iberia,270.96,2026-05-10 01:31:09,389,138,Airbus A320
12515,FL785059,71,LATAM,776.62,2026-05-18 22:37:48,292,256,Boeing 737
12516,FL376062,230,Delta,242.41,2026-05-16 14:20:18,306,250,Boeing 737
12517,FL426529,49,Iberia,221.21,2026-05-01 15:54:16,313,130,Boeing 787
12518,FL214471,70,Sky,516.38,2026-05-18 18:16:57,295,267,Airbus A320
12519,FL346144,213,Iberia,277.18,2026-05-27 10:30:20,264,37,Airbus A350
12520,FL845538,203,American Airlines,395.58,2026-05-17 19:25:38,156,50,Airbus A350
12521,FL144824,222,LATAM,1000.79,2026-05-04 02:59:04,378,233,Boeing 737
12522,FL634320,56,Delta,171.84,2026-05-29 22:27:38,185,183,Boeing 787
12523,FL329124,2,Delta,547.2,2026-05-12 15:43:29,332,130,Boeing 787
12524,FL257671,159,Avianca,230.91,2026-05-08 20:48:22,211,88,Boeing 737
12525,FL991070,260,Iberia,178.59,2026-05-24 08:14:52,211,136,Airbus A350
12526,FL210895,116,Delta,793.05,2026-05-21 16:54:20,187,59,Boeing 737
12527,FL857775,203,Sky,272.27,2026-05-08 05:51:38,248,231,Boeing 737
12528,FL800276,120,Iberia,982.35,2026-05-10 23:43:36,220,98,Boeing 737
12529,FL492703,222,LATAM,310.31,2026-05-10 21:21:30,299,34,Boeing 737
12530,FL478043,116,Delta,188.76,2026-05-18 00:36:34,342,45,Boeing 787
12531,FL609111,250,Iberia,1129.57,2026-05-20 19:35:31,232,118,Boeing 787
12532,FL427624,29,Delta,691.28,2026-05-10 00:31:51,215,147,Boeing 737
12533,FL858556,151,American Airlines,575.82,2026-05-18 22:56:20,205,80,Airbus A320
12534,FL984448,62,Avianca,836.07,2026-05-26 05:15:06,273,232,Boeing 787
12535,FL824257,122,LATAM,503.64,2026-05-13 06:54:48,256,122,Airbus A320
12536,FL494925,89,LATAM,1060.54,2026-05-16 01:37:44,337,3,Airbus A320
12537,FL179171,63,Sky,155.57,2026-05-15 23:42:33,289,202,Airbus A320
12538,FL899333,230,Avianca,746.23,2026-05-22 20:43:45,285,62,Airbus A320
12539,FL734994,29,American Airlines,760.15,2026-05-17 16:48:31,301,171,Airbus A320
12540,FL582127,109,LATAM,621.3,2026-05-14 14:40:33,190,106,Airbus A320
12541,FL370807,214,Iberia,381.13,2026-05-11 00:11:02,191,41,Boeing 737
12542,FL759577,280,Avianca,1051.55,2026-05-02 23:25:05,218,205,Boeing 787
12543,FL183720,285,Sky,356.79,2026-05-03 16:46:25,343,340,Boeing 737
12544,FL724555,189,LATAM,958.69,2026-05-03 15:37:15,277,48,Airbus A350
12545,FL144678,169,American Airlines,732.4,2026-05-15 23:29:14,241,35,Boeing 737
12546,FL101621,227,Iberia,751.91,2026-05-16 19:37:33,184,155,Boeing 787
12547,FL483184,75,Avianca,843.73,2026-05-29 14:20:03,221,221,Boeing 737
12548,FL711733,90,Sky,1180.71,2026-05-01 08:07:43,321,123,Boeing 737
12549,FL200940,164,Sky,925.33,2026-05-02 19:41:10,309,117,Airbus A350
12550,FL254281,276,Iberia,877.29,2026-05-17 00:22:24,336,279,Airbus A350
12551,FL926569,58,Delta,1088.51,2026-05-21 14:38:40,382,259,Boeing 737
12552,FL966120,80,Sky,599.62,2026-05-14 19:10:13,344,80,Boeing 787
12553,FL698437,276,Iberia,873.23,2026-05-29 00:01:24,312,15,Airbus A350
12554,FL812524,51,LATAM,197.88,2026-05-21 20:38:54,210,116,Boeing 787
12555,FL293303,49,LATAM,661.48,2026-05-18 14:54:27,247,145,Airbus A320
12556,FL507062,11,Sky,1182.82,2026-05-20 15:43:52,352,139,Airbus A350
12557,FL271992,117,Iberia,1179.34,2026-05-13 04:25:31,349,109,Airbus A320
12558,FL648769,273,Iberia,124.25,2026-05-27 23:35:36,390,103,Airbus A320
12559,FL771878,241,LATAM,1189.43,2026-05-01 21:51:33,155,86,Boeing 737
12560,FL941615,173,Iberia,365.65,2026-04-30 17:39:31,251,110,Boeing 787
12561,FL201890,5,American Airlines,152.27,2026-05-02 05:26:01,329,323,Boeing 737
12562,FL358358,214,American Airlines,695.73,2026-05-15 02:08:11,186,29,Airbus A320
12563,FL180410,179,American Airlines,1117.26,2026-05-07 04:37:14,220,8,Boeing 787
12564,FL363152,85,American Airlines,1169.91,2026-05-03 10:46:47,361,5,Boeing 787
12565,FL207790,116,Iberia,994.15,2026-05-05 02:25:49,334,157,Airbus A350
12566,FL687250,246,Iberia,811.51,2026-05-09 09:03:36,243,131,Airbus A320
12567,FL913091,200,Sky,836.29,2026-05-06 18:04:19,296,215,Airbus A350
12568,FL211729,147,Sky,614.92,2026-05-10 15:22:52,251,225,Boeing 787
12569,FL352793,289,Avianca,1127.48,2026-05-29 23:06:09,181,23,Boeing 737
12570,FL547938,53,Sky,262.82,2026-05-05 10:48:56,166,56,Airbus A320
12571,FL122800,41,Iberia,472.98,2026-05-04 22:13:39,272,196,Boeing 787
12572,FL982263,260,Delta,120.41,2026-05-18 10:12:31,232,86,Airbus A320
12573,FL337653,193,LATAM,1133.47,2026-05-23 19:51:48,389,155,Airbus A320
12574,FL615745,128,American Airlines,868.53,2026-05-04 05:56:22,227,53,Airbus A350
12575,FL553046,273,Sky,609.72,2026-05-03 06:50:30,309,151,Airbus A350
12576,FL871440,255,American Airlines,242.21,2026-05-23 00:44:28,214,60,Airbus A320
12577,FL261811,124,Sky,283.88,2026-05-17 16:58:15,240,8,Airbus A320
12578,FL550184,168,LATAM,592.07,2026-05-27 22:00:57,306,223,Boeing 787
12579,FL491031,41,American Airlines,648.69,2026-05-18 10:17:23,290,56,Boeing 787
12580,FL575215,147,Avianca,688.3,2026-05-02 03:01:32,302,34,Airbus A320
12581,FL482687,54,LATAM,144.68,2026-05-20 04:43:24,211,143,Boeing 787
12582,FL692347,240,American Airlines,1174.7,2026-05-02 21:15:39,224,156,Airbus A320
12583,FL612309,172,American Airlines,446.47,2026-05-02 20:43:36,325,187,Airbus A350
12584,FL981131,226,Avianca,896.66,2026-05-14 04:54:03,338,277,Boeing 787
12585,FL523195,214,LATAM,662.72,2026-05-11 22:01:15,268,68,Boeing 737
12586,FL669131,23,Iberia,249.95,2026-05-30 07:53:25,361,264,Airbus A320
12587,FL802115,240,Avianca,388.1,2026-05-12 23:04:50,245,172,Airbus A350
12588,FL374141,293,Delta,645.39,2026-05-04 05:09:26,350,62,Airbus A350
12589,FL489837,278,Delta,1099.48,2026-05-20 23:05:43,394,309,Airbus A320
12590,FL234084,136,American Airlines,974.23,2026-05-13 00:06:00,328,141,Boeing 787
12591,FL322415,133,Avianca,679.83,2026-05-07 21:07:07,327,66,Boeing 737
12592,FL860844,6,LATAM,980.21,2026-05-06 14:49:39,208,28,Boeing 787
12593,FL571581,300,Sky,266.91,2026-05-09 12:30:41,314,149,Airbus A320
12594,FL551550,95,Sky,1165.57,2026-05-22 19:43:54,320,175,Airbus A320
12595,FL565667,201,LATAM,524.6,2026-05-07 02:36:04,302,55,Airbus A350
12596,FL133733,104,Iberia,1003.36,2026-05-01 15:54:50,226,97,Airbus A320
12597,FL769572,68,American Airlines,182.76,2026-05-14 10:04:48,323,196,Boeing 737
12598,FL641613,104,Sky,914.15,2026-05-21 15:36:35,256,233,Airbus A350
12599,FL240064,101,Sky,563.68,2026-05-18 17:57:44,227,26,Boeing 737
12600,FL517801,151,Sky,730.28,2026-04-30 14:18:50,342,193,Airbus A320
12601,FL544657,218,Avianca,885.36,2026-05-23 08:59:01,232,86,Airbus A320
12602,FL442666,233,Delta,643.37,2026-05-15 09:23:55,329,209,Airbus A350
12603,FL338565,143,Avianca,173.81,2026-05-22 16:34:24,301,162,Boeing 737
12604,FL830718,12,Sky,702.66,2026-05-06 18:13:05,259,57,Boeing 787
12605,FL345590,57,Avianca,590.85,2026-05-24 13:31:56,313,282,Boeing 787
12606,FL462198,300,LATAM,1195.0,2026-05-09 22:35:23,225,165,Boeing 787
12607,FL320416,288,LATAM,1119.32,2026-05-26 20:28:56,261,229,Boeing 787
12608,FL592984,142,American Airlines,105.0,2026-05-30 00:49:43,179,58,Airbus A320
12609,FL603147,8,Iberia,1079.54,2026-05-06 18:02:35,365,343,Boeing 787
12610,FL857766,198,LATAM,601.47,2026-05-21 12:56:50,365,22,Airbus A320
12611,FL282788,132,LATAM,395.76,2026-05-15 07:05:45,345,34,Boeing 787
12612,FL994629,63,Iberia,974.53,2026-05-18 01:20:02,161,45,Boeing 787
12613,FL381994,273,LATAM,810.59,2026-05-12 16:13:07,155,63,Boeing 737
12614,FL882619,45,Sky,146.1,2026-05-27 04:01:45,292,182,Boeing 737
12615,FL707765,214,Sky,208.59,2026-05-03 03:18:32,306,105,Boeing 787
12616,FL400672,204,Delta,1172.33,2026-05-17 13:56:06,290,36,Boeing 787
12617,FL798557,100,Delta,109.93,2026-05-09 03:24:24,293,203,Boeing 787
12618,FL324426,170,American Airlines,1022.16,2026-05-13 08:26:47,168,24,Airbus A350
12619,FL241818,259,Sky,272.74,2026-05-23 01:57:54,286,208,Boeing 787
12620,FL148340,42,Iberia,1038.23,2026-05-21 18:16:07,168,104,Airbus A320
12621,FL196327,63,Avianca,1163.43,2026-05-09 14:54:27,316,298,Boeing 787
12622,FL409338,270,American Airlines,302.14,2026-05-07 13:23:52,221,118,Boeing 787
12623,FL405275,83,LATAM,264.4,2026-05-27 11:18:31,291,171,Boeing 737
12624,FL695456,196,Avianca,1133.41,2026-05-15 08:43:11,354,250,Airbus A320
12625,FL970110,123,Iberia,758.27,2026-05-18 18:37:20,151,2,Airbus A350
12626,FL826989,172,Iberia,1158.56,2026-05-08 10:47:16,271,46,Boeing 787
12627,FL995016,190,Sky,278.48,2026-05-22 00:15:35,272,50,Airbus A320
12628,FL163382,68,American Airlines,288.79,2026-05-12 15:52:28,176,6,Boeing 787
12629,FL702305,268,LATAM,121.13,2026-05-29 21:51:07,200,135,Boeing 737
12630,FL814466,101,American Airlines,1055.1,2026-05-19 11:24:18,256,186,Boeing 787
12631,FL964358,291,Delta,965.83,2026-05-09 02:46:51,391,228,Boeing 787
12632,FL500400,252,Avianca,956.44,2026-05-23 15:41:06,357,194,Airbus A350
12633,FL434964,76,American Airlines,517.54,2026-05-16 15:13:36,302,168,Boeing 737
12634,FL818982,67,Iberia,697.7,2026-05-27 07:57:05,359,32,Airbus A350
12635,FL192983,118,Sky,1083.89,2026-05-12 08:20:04,216,89,Boeing 737
12636,FL219797,248,Avianca,842.77,2026-05-09 17:46:40,314,172,Boeing 787
12637,FL653998,159,Iberia,459.68,2026-05-19 21:10:11,377,172,Airbus A350
12638,FL956218,68,Sky,1030.72,2026-05-18 20:43:22,204,187,Airbus A350
12639,FL587393,293,Sky,190.9,2026-05-07 13:49:04,301,38,Airbus A320
12640,FL999943,290,Delta,472.35,2026-05-29 18:30:01,337,135,Airbus A350
12641,FL787572,82,American Airlines,558.07,2026-05-27 07:04:35,372,147,Airbus A320
12642,FL251706,51,Delta,595.62,2026-05-22 07:58:54,263,119,Airbus A320
12643,FL962221,203,American Airlines,181.28,2026-05-06 14:08:37,330,306,Boeing 737
12644,FL660065,195,LATAM,1022.28,2026-05-07 11:58:01,173,74,Airbus A320
12645,FL501907,188,Avianca,575.17,2026-05-25 08:28:21,262,8,Airbus A320
12646,FL720304,289,American Airlines,553.74,2026-05-13 22:20:26,323,153,Boeing 737
12647,FL251102,157,Delta,381.03,2026-05-04 07:23:40,222,108,Airbus A350
12648,FL366722,193,Avianca,413.34,2026-04-30 17:21:22,234,158,Airbus A350
12649,FL480184,105,Sky,928.38,2026-05-29 01:52:24,228,91,Airbus A350
12650,FL196345,155,Avianca,1082.16,2026-05-23 07:30:49,389,154,Airbus A350
12651,FL188623,227,Delta,615.91,2026-05-27 05:06:36,366,45,Boeing 737
12652,FL669635,236,Sky,641.56,2026-05-07 01:04:40,277,239,Airbus A320
12653,FL338059,66,Avianca,391.56,2026-05-18 15:59:18,393,321,Boeing 787
12654,FL366368,71,Avianca,1156.83,2026-05-28 11:18:39,164,162,Airbus A350
12655,FL395091,42,LATAM,919.72,2026-05-20 07:18:26,207,199,Airbus A350
12656,FL678661,186,Delta,1023.57,2026-05-02 18:31:29,165,0,Boeing 737
12657,FL553055,232,Iberia,509.13,2026-05-24 22:23:20,214,42,Boeing 737
12658,FL734307,156,Iberia,440.81,2026-05-10 14:44:05,277,267,Airbus A350
12659,FL786783,216,Avianca,758.05,2026-05-15 00:33:15,381,83,Airbus A350
12660,FL207567,8,Sky,566.41,2026-05-18 16:44:36,187,97,Boeing 737
12661,FL998329,150,Delta,141.12,2026-05-26 08:44:34,160,43,Boeing 787
12662,FL466963,88,Avianca,595.68,2026-05-18 16:59:38,324,212,Boeing 787
12663,FL477072,176,Iberia,106.34,2026-05-23 13:45:38,382,169,Boeing 737
12664,FL671229,287,LATAM,236.42,2026-05-18 19:19:44,299,189,Boeing 787
12665,FL801274,36,Iberia,790.81,2026-05-11 17:49:52,192,11,Airbus A320
12666,FL292944,6,Avianca,507.17,2026-05-08 15:57:47,226,221,Boeing 787
12667,FL183472,210,Iberia,832.86,2026-05-18 16:16:59,335,335,Airbus A320
12668,FL269194,154,American Airlines,548.66,2026-05-03 05:58:19,264,73,Boeing 787
12669,FL506548,290,Sky,718.37,2026-05-16 04:56:14,272,185,Airbus A350
12670,FL185798,60,Delta,339.29,2026-05-22 20:29:51,262,68,Airbus A350
12671,FL236821,10,Delta,913.33,2026-05-17 07:10:18,208,25,Airbus A350
12672,FL205095,59,Delta,1048.65,2026-05-27 13:19:53,262,36,Boeing 737
12673,FL970993,101,Sky,895.86,2026-05-22 14:12:41,231,199,Airbus A320
12674,FL495142,286,Sky,828.2,2026-05-21 15:41:06,295,118,Airbus A350
12675,FL918189,45,Avianca,868.84,2026-05-19 08:49:43,345,205,Boeing 737
12676,FL917806,140,Sky,799.06,2026-05-11 20:29:29,202,94,Airbus A320
12677,FL873935,18,Avianca,653.64,2026-05-08 13:16:40,272,103,Airbus A350
12678,FL394416,190,Sky,849.3,2026-05-27 00:41:00,202,51,Boeing 737
12679,FL953169,257,Iberia,169.15,2026-05-05 18:19:08,234,191,Airbus A350
12680,FL496940,40,American Airlines,580.32,2026-05-01 01:37:40,216,25,Airbus A350
12681,FL303240,19,LATAM,862.37,2026-05-07 02:07:44,315,120,Airbus A350
12682,FL497990,203,Sky,297.1,2026-05-18 05:49:04,390,357,Airbus A320
12683,FL770591,282,Iberia,608.46,2026-05-18 15:02:51,267,77,Boeing 787
12684,FL835431,229,Iberia,258.88,2026-05-28 02:07:57,369,201,Airbus A320
12685,FL208446,58,Avianca,233.61,2026-05-13 17:47:42,235,39,Boeing 787
12686,FL646228,23,Iberia,787.4,2026-05-11 14:47:34,263,154,Airbus A350
12687,FL665667,267,Iberia,974.47,2026-05-23 11:48:51,217,44,Boeing 737
12688,FL250123,112,Avianca,179.46,2026-05-25 20:42:11,230,213,Boeing 787
12689,FL216729,19,Sky,891.1,2026-05-23 13:43:42,216,60,Boeing 787
12690,FL285348,48,Delta,593.37,2026-05-09 16:39:06,246,194,Airbus A320
12691,FL214270,33,Delta,1090.52,2026-05-23 18:09:22,365,205,Boeing 737
12692,FL186372,280,Sky,410.78,2026-05-13 23:08:33,399,380,Boeing 737
12693,FL185179,147,American Airlines,167.11,2026-05-09 06:43:51,319,69,Airbus A350
12694,FL998752,20,Avianca,102.66,2026-05-04 11:21:01,382,106,Airbus A320
12695,FL515546,259,Avianca,693.29,2026-05-16 02:49:37,222,220,Boeing 787
12696,FL717407,141,Iberia,199.35,2026-05-15 08:51:32,372,23,Airbus A320
12697,FL361005,289,Delta,286.84,2026-05-19 14:39:15,329,308,Airbus A320
12698,FL883162,176,Avianca,286.66,2026-05-20 17:15:46,268,26,Boeing 787
12699,FL536609,112,Iberia,1137.81,2026-05-19 20:53:56,333,190,Boeing 787
12700,FL930829,214,Iberia,1034.28,2026-05-01 21:28:02,192,112,Boeing 787
12701,FL946916,191,Sky,548.22,2026-05-21 13:21:30,380,18,Boeing 787
12702,FL260267,95,Sky,1130.76,2026-05-24 19:33:20,187,132,Airbus A320
12703,FL833971,31,Avianca,1160.92,2026-05-16 14:28:52,215,117,Airbus A320
12704,FL354664,41,Iberia,1043.94,2026-05-15 00:38:45,356,148,Boeing 787
12705,FL376424,69,Avianca,620.03,2026-05-10 11:27:32,310,11,Airbus A350
12706,FL930738,33,Delta,259.18,2026-05-09 10:04:36,154,87,Airbus A320
12707,FL334750,35,LATAM,472.23,2026-05-13 14:23:35,234,110,Airbus A320
12708,FL857735,118,Delta,942.2,2026-05-01 02:54:08,320,5,Airbus A320
12709,FL936437,158,Iberia,669.94,2026-05-07 17:17:10,155,48,Airbus A350
12710,FL315762,88,LATAM,364.61,2026-05-22 07:08:39,284,105,Airbus A320
12711,FL611434,299,Avianca,902.48,2026-05-03 23:23:42,206,166,Airbus A320
12712,FL449528,200,Sky,1169.63,2026-05-22 12:16:09,277,26,Boeing 787
12713,FL803322,7,Delta,782.54,2026-05-11 22:24:05,178,102,Airbus A350
12714,FL463693,5,LATAM,307.19,2026-05-18 13:14:17,159,39,Airbus A350
12715,FL656715,238,Iberia,666.79,2026-05-22 17:32:36,287,164,Boeing 787
12716,FL471730,17,Iberia,232.71,2026-05-26 07:46:35,294,286,Airbus A350
12717,FL147338,124,Iberia,396.5,2026-05-07 15:39:49,157,90,Airbus A320
12718,FL343634,189,American Airlines,364.51,2026-05-15 10:43:59,358,51,Boeing 787
12719,FL758713,46,Iberia,379.13,2026-05-01 09:08:00,258,8,Airbus A350
12720,FL852890,223,Sky,407.69,2026-05-27 18:21:01,335,290,Airbus A350
12721,FL407881,94,Iberia,811.13,2026-05-03 13:39:47,399,189,Airbus A320
12722,FL785939,73,Delta,228.25,2026-05-10 11:03:18,369,338,Airbus A320
12723,FL334608,263,Delta,697.75,2026-05-26 14:01:42,328,309,Airbus A350
12724,FL819596,62,Sky,382.52,2026-05-12 14:53:44,344,221,Airbus A320
12725,FL182291,298,American Airlines,363.94,2026-05-01 01:07:46,170,124,Airbus A350
12726,FL409389,201,Iberia,653.16,2026-05-07 09:35:53,236,44,Airbus A320
12727,FL966051,61,Avianca,200.62,2026-05-03 18:51:37,280,37,Airbus A320
12728,FL705758,175,LATAM,683.13,2026-05-01 12:49:06,168,82,Airbus A320
12729,FL467542,209,Delta,1140.07,2026-05-25 11:44:00,227,164,Airbus A350
12730,FL541786,115,LATAM,370.31,2026-05-15 18:47:37,256,102,Boeing 787
12731,FL833055,144,Delta,776.06,2026-05-26 06:45:07,234,167,Airbus A350
12732,FL790683,44,Sky,245.04,2026-05-20 01:08:23,219,194,Boeing 787
12733,FL964876,204,Delta,557.18,2026-05-27 11:46:25,316,268,Airbus A350
12734,FL892818,14,Avianca,429.94,2026-05-09 14:04:32,219,201,Boeing 787
12735,FL421263,132,LATAM,579.47,2026-05-26 08:02:48,282,272,Boeing 787
12736,FL385940,280,Sky,469.99,2026-05-22 17:58:44,190,69,Boeing 787
12737,FL726439,11,American Airlines,353.72,2026-05-13 06:42:23,354,50,Airbus A320
12738,FL297002,297,Avianca,992.78,2026-05-25 02:47:05,296,275,Airbus A320
12739,FL986417,177,Iberia,200.75,2026-05-01 16:02:09,188,112,Airbus A320
12740,FL528616,13,Avianca,303.25,2026-05-17 05:55:07,382,305,Boeing 787
12741,FL650393,205,LATAM,1008.79,2026-05-05 04:35:11,193,177,Boeing 737
12742,FL184638,189,Sky,397.75,2026-05-08 21:29:00,236,162,Airbus A320
12743,FL106252,158,Iberia,916.86,2026-05-07 20:10:09,371,234,Airbus A320
12744,FL716756,117,Iberia,943.58,2026-05-21 10:09:58,203,65,Boeing 787
12745,FL138521,296,American Airlines,909.65,2026-04-30 14:36:15,332,313,Boeing 737
12746,FL158269,197,LATAM,490.57,2026-05-07 14:00:54,380,258,Airbus A350
12747,FL140122,25,Delta,599.72,2026-05-07 20:51:24,277,21,Airbus A350
12748,FL509638,171,LATAM,652.39,2026-05-21 09:43:10,322,123,Airbus A350
12749,FL418704,264,Iberia,421.28,2026-05-15 13:13:12,375,284,Airbus A320
12750,FL225050,298,Iberia,287.4,2026-05-08 10:32:59,324,276,Boeing 737
12751,FL741599,79,Iberia,1171.03,2026-05-29 08:36:41,387,314,Boeing 787
12752,FL527374,278,Delta,609.34,2026-04-30 21:48:19,175,171,Airbus A350
12753,FL928881,71,LATAM,578.39,2026-05-22 03:43:12,163,124,Airbus A350
12754,FL522313,236,Iberia,1055.18,2026-05-21 02:30:14,217,63,Boeing 787
12755,FL331120,275,Avianca,463.09,2026-05-19 12:16:33,307,39,Airbus A350
12756,FL919449,114,LATAM,764.02,2026-05-11 06:24:22,398,315,Boeing 787
12757,FL719144,295,Delta,709.69,2026-05-14 06:49:15,286,76,Boeing 787
12758,FL344912,121,Iberia,352.93,2026-05-11 02:01:28,166,102,Boeing 787
12759,FL819579,51,LATAM,479.94,2026-05-15 20:50:33,166,44,Airbus A320
12760,FL621824,265,Iberia,124.8,2026-05-12 03:54:19,339,140,Airbus A350
12761,FL352554,171,Iberia,961.35,2026-05-18 05:21:12,355,25,Boeing 737
12762,FL213650,49,Iberia,539.31,2026-05-06 12:14:06,266,9,Airbus A350
12763,FL867551,222,Sky,305.07,2026-05-28 01:25:24,218,175,Airbus A350
12764,FL873952,73,Avianca,247.53,2026-05-27 07:24:06,284,243,Boeing 737
12765,FL365175,102,Avianca,128.42,2026-05-08 03:08:20,399,60,Airbus A320
12766,FL589215,267,Iberia,701.01,2026-05-28 08:10:56,339,143,Boeing 737
12767,FL416683,295,Avianca,600.54,2026-05-26 09:06:30,353,112,Airbus A320
12768,FL626022,172,LATAM,779.77,2026-05-01 21:08:42,296,37,Boeing 737
12769,FL297491,298,Sky,944.17,2026-05-06 17:59:04,263,165,Boeing 787
12770,FL993142,62,Delta,856.98,2026-05-22 16:25:07,174,128,Airbus A350
12771,FL530647,141,Delta,1187.85,2026-05-28 07:11:54,182,175,Airbus A350
12772,FL512554,250,Sky,546.46,2026-05-29 07:44:57,320,83,Boeing 737
12773,FL621618,119,Iberia,230.34,2026-05-03 09:01:41,210,67,Boeing 737
12774,FL515816,218,Avianca,510.22,2026-05-26 16:16:14,201,139,Boeing 737
12775,FL470076,197,Iberia,588.83,2026-05-14 20:37:16,232,27,Airbus A350
12776,FL722777,92,Delta,628.05,2026-05-16 18:05:29,246,88,Boeing 787
12777,FL586685,238,Iberia,806.25,2026-05-12 13:51:38,257,13,Boeing 787
12778,FL164234,272,LATAM,536.54,2026-05-20 08:33:37,357,238,Airbus A320
12779,FL276166,103,Avianca,1098.84,2026-05-24 16:08:23,245,136,Boeing 737
12780,FL305873,24,LATAM,741.52,2026-05-28 08:37:03,400,47,Airbus A320
12781,FL495348,84,Iberia,1128.88,2026-05-08 03:37:40,312,157,Airbus A320
12782,FL230935,246,Delta,937.9,2026-05-09 12:29:36,208,178,Airbus A320
12783,FL850172,246,Delta,678.61,2026-05-19 12:41:50,155,153,Airbus A350
12784,FL746130,209,Delta,1117.01,2026-05-24 01:51:26,152,115,Boeing 737
12785,FL605145,65,Avianca,955.06,2026-05-13 13:16:05,157,156,Airbus A350
12786,FL495361,99,Iberia,593.31,2026-05-04 03:05:19,375,92,Airbus A320
12787,FL704204,60,Delta,886.87,2026-05-07 01:55:47,329,273,Airbus A320
12788,FL115095,184,American Airlines,258.67,2026-05-09 02:35:03,342,306,Boeing 787
12789,FL257744,41,Iberia,417.89,2026-05-22 21:27:20,266,133,Boeing 737
12790,FL267957,200,Iberia,399.55,2026-05-23 07:04:48,230,81,Airbus A320
12791,FL268375,167,American Airlines,140.91,2026-05-18 11:59:05,288,107,Airbus A350
12792,FL586924,202,Iberia,890.79,2026-05-12 16:14:38,276,188,Airbus A320
12793,FL343793,214,Delta,1058.04,2026-05-25 06:32:10,302,264,Airbus A320
12794,FL982768,121,Iberia,318.04,2026-05-09 00:35:57,266,34,Airbus A320
12795,FL397821,275,American Airlines,1006.13,2026-05-28 13:31:38,300,13,Airbus A320
12796,FL837024,80,Sky,234.99,2026-05-23 14:58:12,229,34,Airbus A350
12797,FL922129,253,Delta,649.02,2026-05-29 03:30:09,165,127,Boeing 737
12798,FL846378,173,Iberia,527.97,2026-05-29 19:25:57,190,72,Boeing 787
12799,FL847282,58,LATAM,149.54,2026-05-13 10:54:43,266,4,Airbus A320
12800,FL926143,114,Sky,136.22,2026-05-07 19:14:42,272,255,Airbus A350
12801,FL554038,130,Avianca,873.44,2026-05-03 23:09:08,349,206,Airbus A320
12802,FL306117,196,Avianca,1123.17,2026-05-28 00:10:00,400,32,Boeing 737
12803,FL275298,228,Avianca,1167.33,2026-05-20 17:27:23,395,327,Airbus A350
12804,FL171938,252,LATAM,115.94,2026-05-08 17:37:32,303,84,Airbus A350
12805,FL545127,254,Delta,791.35,2026-05-24 00:33:49,249,26,Airbus A320
12806,FL658063,76,Iberia,875.81,2026-05-26 07:01:10,313,147,Airbus A350
12807,FL314880,195,American Airlines,1172.22,2026-05-01 00:11:56,287,209,Boeing 737
12808,FL637766,34,Iberia,483.96,2026-05-01 08:02:08,355,256,Boeing 787
12809,FL639232,248,American Airlines,1192.93,2026-05-06 11:08:45,261,217,Boeing 737
